Hour,Seasons,Holiday,Functioning Day,Month,Rented Bike Count
Morning,Winter,No Holiday,Yes,December,55
Morning,Winter,No Holiday,Yes,December,66
Morning,Winter,No Holiday,Yes,December,105
Morning,Winter,No Holiday,Yes,December,262
Morning,Winter,No Holiday,Yes,December,502
Morning,Winter,No Holiday,Yes,December,279
Morning,Winter,No Holiday,Yes,December,146
Morning,Winter,No Holiday,Yes,December,213
Morning,Winter,No Holiday,Yes,December,230
Afternoon,Winter,No Holiday,Yes,December,258
Afternoon,Winter,No Holiday,Yes,December,231
Afternoon,Winter,No Holiday,Yes,December,228
Afternoon,Winter,No Holiday,Yes,December,269
Afternoon,Winter,No Holiday,Yes,December,314
Afternoon,Winter,No Holiday,Yes,December,466
Night,Winter,No Holiday,Yes,December,315
Night,Winter,No Holiday,Yes,December,262
Night,Winter,No Holiday,Yes,December,242
Night,Winter,No Holiday,Yes,December,243
Night,Winter,No Holiday,Yes,December,216
Morning,Winter,No Holiday,Yes,December,164
Morning,Winter,No Holiday,Yes,December,169
Morning,Winter,No Holiday,Yes,December,163
Morning,Winter,No Holiday,Yes,December,86
Morning,Winter,No Holiday,Yes,December,50
Morning,Winter,No Holiday,Yes,December,61
Morning,Winter,No Holiday,Yes,December,103
Morning,Winter,No Holiday,Yes,December,257
Morning,Winter,No Holiday,Yes,December,554
Morning,Winter,No Holiday,Yes,December,326
Morning,Winter,No Holiday,Yes,December,225
Morning,Winter,No Holiday,Yes,December,288
Morning,Winter,No Holiday,Yes,December,286
Afternoon,Winter,No Holiday,Yes,December,301
Afternoon,Winter,No Holiday,Yes,December,311
Afternoon,Winter,No Holiday,Yes,December,303
Afternoon,Winter,No Holiday,Yes,December,390
Afternoon,Winter,No Holiday,Yes,December,407
Afternoon,Winter,No Holiday,Yes,December,552
Night,Winter,No Holiday,Yes,December,402
Night,Winter,No Holiday,Yes,December,319
Night,Winter,No Holiday,Yes,December,332
Night,Winter,No Holiday,Yes,December,285
Night,Winter,No Holiday,Yes,December,260
Morning,Winter,No Holiday,Yes,December,233
Morning,Winter,No Holiday,Yes,December,269
Morning,Winter,No Holiday,Yes,December,210
Morning,Winter,No Holiday,Yes,December,135
Morning,Winter,No Holiday,Yes,December,85
Morning,Winter,No Holiday,Yes,December,67
Morning,Winter,No Holiday,Yes,December,128
Morning,Winter,No Holiday,Yes,December,289
Morning,Winter,No Holiday,Yes,December,636
Morning,Winter,No Holiday,Yes,December,353
Morning,Winter,No Holiday,Yes,December,252
Morning,Winter,No Holiday,Yes,December,317
Morning,Winter,No Holiday,Yes,December,363
Afternoon,Winter,No Holiday,Yes,December,370
Afternoon,Winter,No Holiday,Yes,December,419
Afternoon,Winter,No Holiday,Yes,December,426
Afternoon,Winter,No Holiday,Yes,December,504
Afternoon,Winter,No Holiday,Yes,December,534
Afternoon,Winter,No Holiday,Yes,December,574
Night,Winter,No Holiday,Yes,December,395
Night,Winter,No Holiday,Yes,December,292
Night,Winter,No Holiday,Yes,December,282
Night,Winter,No Holiday,Yes,December,294
Night,Winter,No Holiday,Yes,December,236
Morning,Winter,No Holiday,Yes,December,240
Morning,Winter,No Holiday,Yes,December,234
Morning,Winter,No Holiday,Yes,December,192
Morning,Winter,No Holiday,Yes,December,127
Morning,Winter,No Holiday,Yes,December,86
Morning,Winter,No Holiday,Yes,December,52
Morning,Winter,No Holiday,Yes,December,62
Morning,Winter,No Holiday,Yes,December,88
Morning,Winter,No Holiday,Yes,December,162
Morning,Winter,No Holiday,Yes,December,224
Morning,Winter,No Holiday,Yes,December,208
Morning,Winter,No Holiday,Yes,December,237
Morning,Winter,No Holiday,Yes,December,274
Afternoon,Winter,No Holiday,Yes,December,333
Afternoon,Winter,No Holiday,Yes,December,356
Afternoon,Winter,No Holiday,Yes,December,337
Afternoon,Winter,No Holiday,Yes,December,345
Afternoon,Winter,No Holiday,Yes,December,183
Afternoon,Winter,No Holiday,Yes,December,45
Night,Winter,No Holiday,Yes,December,40
Night,Winter,No Holiday,Yes,December,66
Night,Winter,No Holiday,Yes,December,64
Night,Winter,No Holiday,Yes,December,30
Night,Winter,No Holiday,Yes,December,42
Morning,Winter,Holiday,Yes,December,43
Morning,Winter,Holiday,Yes,December,43
Morning,Winter,Holiday,Yes,December,65
Morning,Winter,Holiday,Yes,December,65
Morning,Winter,Holiday,Yes,December,32
Morning,Winter,Holiday,Yes,December,22
Morning,Winter,Holiday,Yes,December,25
Morning,Winter,Holiday,Yes,December,39
Morning,Winter,Holiday,Yes,December,84
Morning,Winter,Holiday,Yes,December,103
Morning,Winter,Holiday,Yes,December,110
Morning,Winter,Holiday,Yes,December,142
Morning,Winter,Holiday,Yes,December,209
Afternoon,Winter,Holiday,Yes,December,267
Afternoon,Winter,Holiday,Yes,December,262
Afternoon,Winter,Holiday,Yes,December,300
Afternoon,Winter,Holiday,Yes,December,272
Afternoon,Winter,Holiday,Yes,December,240
Afternoon,Winter,Holiday,Yes,December,215
Night,Winter,Holiday,Yes,December,163
Night,Winter,Holiday,Yes,December,161
Night,Winter,Holiday,Yes,December,179
Night,Winter,Holiday,Yes,December,155
Night,Winter,Holiday,Yes,December,227
Morning,Winter,Holiday,Yes,January,206
Morning,Winter,Holiday,Yes,January,230
Morning,Winter,Holiday,Yes,January,178
Morning,Winter,Holiday,Yes,January,119
Morning,Winter,Holiday,Yes,January,62
Morning,Winter,Holiday,Yes,January,61
Morning,Winter,Holiday,Yes,January,65
Morning,Winter,Holiday,Yes,January,81
Morning,Winter,Holiday,Yes,January,89
Morning,Winter,Holiday,Yes,January,121
Morning,Winter,Holiday,Yes,January,139
Morning,Winter,Holiday,Yes,January,169
Morning,Winter,Holiday,Yes,January,225
Afternoon,Winter,Holiday,Yes,January,248
Afternoon,Winter,Holiday,Yes,January,298
Afternoon,Winter,Holiday,Yes,January,344
Afternoon,Winter,Holiday,Yes,January,310
Afternoon,Winter,Holiday,Yes,January,271
Afternoon,Winter,Holiday,Yes,January,218
Night,Winter,Holiday,Yes,January,125
Night,Winter,Holiday,Yes,January,206
Night,Winter,Holiday,Yes,January,203
Night,Winter,Holiday,Yes,January,168
Night,Winter,Holiday,Yes,January,154
Morning,Winter,No Holiday,Yes,January,148
Morning,Winter,No Holiday,Yes,January,108
Morning,Winter,No Holiday,Yes,January,69
Morning,Winter,No Holiday,Yes,January,41
Morning,Winter,No Holiday,Yes,January,31
Morning,Winter,No Holiday,Yes,January,58
Morning,Winter,No Holiday,Yes,January,139
Morning,Winter,No Holiday,Yes,January,344
Morning,Winter,No Holiday,Yes,January,655
Morning,Winter,No Holiday,Yes,January,315
Morning,Winter,No Holiday,Yes,January,208
Morning,Winter,No Holiday,Yes,January,269
Morning,Winter,No Holiday,Yes,January,293
Afternoon,Winter,No Holiday,Yes,January,273
Afternoon,Winter,No Holiday,Yes,January,302
Afternoon,Winter,No Holiday,Yes,January,295
Afternoon,Winter,No Holiday,Yes,January,320
Afternoon,Winter,No Holiday,Yes,January,373
Afternoon,Winter,No Holiday,Yes,January,675
Night,Winter,No Holiday,Yes,January,403
Night,Winter,No Holiday,Yes,January,364
Night,Winter,No Holiday,Yes,January,304
Night,Winter,No Holiday,Yes,January,273
Night,Winter,No Holiday,Yes,January,186
Morning,Winter,No Holiday,Yes,January,160
Morning,Winter,No Holiday,Yes,January,130
Morning,Winter,No Holiday,Yes,January,110
Morning,Winter,No Holiday,Yes,January,67
Morning,Winter,No Holiday,Yes,January,43
Morning,Winter,No Holiday,Yes,January,67
Morning,Winter,No Holiday,Yes,January,137
Morning,Winter,No Holiday,Yes,January,308
Morning,Winter,No Holiday,Yes,January,670
Morning,Winter,No Holiday,Yes,January,342
Morning,Winter,No Holiday,Yes,January,213
Morning,Winter,No Holiday,Yes,January,267
Morning,Winter,No Holiday,Yes,January,297
Afternoon,Winter,No Holiday,Yes,January,279
Afternoon,Winter,No Holiday,Yes,January,270
Afternoon,Winter,No Holiday,Yes,January,286
Afternoon,Winter,No Holiday,Yes,January,299
Afternoon,Winter,No Holiday,Yes,January,382
Afternoon,Winter,No Holiday,Yes,January,637
Night,Winter,No Holiday,Yes,January,431
Night,Winter,No Holiday,Yes,January,294
Night,Winter,No Holiday,Yes,January,335
Night,Winter,No Holiday,Yes,January,291
Night,Winter,No Holiday,Yes,January,197
Morning,Winter,No Holiday,Yes,January,159
Morning,Winter,No Holiday,Yes,January,150
Morning,Winter,No Holiday,Yes,January,123
Morning,Winter,No Holiday,Yes,January,57
Morning,Winter,No Holiday,Yes,January,38
Morning,Winter,No Holiday,Yes,January,66
Morning,Winter,No Holiday,Yes,January,120
Morning,Winter,No Holiday,Yes,January,302
Morning,Winter,No Holiday,Yes,January,646
Morning,Winter,No Holiday,Yes,January,340
Morning,Winter,No Holiday,Yes,January,197
Morning,Winter,No Holiday,Yes,January,264
Morning,Winter,No Holiday,Yes,January,290
Afternoon,Winter,No Holiday,Yes,January,284
Afternoon,Winter,No Holiday,Yes,January,262
Afternoon,Winter,No Holiday,Yes,January,281
Afternoon,Winter,No Holiday,Yes,January,309
Afternoon,Winter,No Holiday,Yes,January,397
Afternoon,Winter,No Holiday,Yes,January,603
Night,Winter,No Holiday,Yes,January,417
Night,Winter,No Holiday,Yes,January,311
Night,Winter,No Holiday,Yes,January,310
Night,Winter,No Holiday,Yes,January,306
Night,Winter,No Holiday,Yes,January,221
Morning,Winter,No Holiday,Yes,January,202
Morning,Winter,No Holiday,Yes,January,170
Morning,Winter,No Holiday,Yes,January,118
Morning,Winter,No Holiday,Yes,January,67
Morning,Winter,No Holiday,Yes,January,47
Morning,Winter,No Holiday,Yes,January,75
Morning,Winter,No Holiday,Yes,January,123
Morning,Winter,No Holiday,Yes,January,327
Morning,Winter,No Holiday,Yes,January,665
Morning,Winter,No Holiday,Yes,January,354
Morning,Winter,No Holiday,Yes,January,232
Morning,Winter,No Holiday,Yes,January,308
Morning,Winter,No Holiday,Yes,January,362
Afternoon,Winter,No Holiday,Yes,January,312
Afternoon,Winter,No Holiday,Yes,January,343
Afternoon,Winter,No Holiday,Yes,January,333
Afternoon,Winter,No Holiday,Yes,January,329
Afternoon,Winter,No Holiday,Yes,January,446
Afternoon,Winter,No Holiday,Yes,January,635
Night,Winter,No Holiday,Yes,January,443
Night,Winter,No Holiday,Yes,January,322
Night,Winter,No Holiday,Yes,January,284
Night,Winter,No Holiday,Yes,January,281
Night,Winter,No Holiday,Yes,January,189
Morning,Winter,No Holiday,Yes,January,184
Morning,Winter,No Holiday,Yes,January,222
Morning,Winter,No Holiday,Yes,January,176
Morning,Winter,No Holiday,Yes,January,103
Morning,Winter,No Holiday,Yes,January,61
Morning,Winter,No Holiday,Yes,January,48
Morning,Winter,No Holiday,Yes,January,69
Morning,Winter,No Holiday,Yes,January,105
Morning,Winter,No Holiday,Yes,January,186
Morning,Winter,No Holiday,Yes,January,221
Morning,Winter,No Holiday,Yes,January,204
Morning,Winter,No Holiday,Yes,January,245
Morning,Winter,No Holiday,Yes,January,283
Afternoon,Winter,No Holiday,Yes,January,356
Afternoon,Winter,No Holiday,Yes,January,370
Afternoon,Winter,No Holiday,Yes,January,373
Afternoon,Winter,No Holiday,Yes,January,352
Afternoon,Winter,No Holiday,Yes,January,354
Afternoon,Winter,No Holiday,Yes,January,271
Night,Winter,No Holiday,Yes,January,207
Night,Winter,No Holiday,Yes,January,189
Night,Winter,No Holiday,Yes,January,214
Night,Winter,No Holiday,Yes,January,218
Night,Winter,No Holiday,Yes,January,169
Morning,Winter,No Holiday,Yes,January,192
Morning,Winter,No Holiday,Yes,January,162
Morning,Winter,No Holiday,Yes,January,128
Morning,Winter,No Holiday,Yes,January,102
Morning,Winter,No Holiday,Yes,January,62
Morning,Winter,No Holiday,Yes,January,40
Morning,Winter,No Holiday,Yes,January,38
Morning,Winter,No Holiday,Yes,January,60
Morning,Winter,No Holiday,Yes,January,122
Morning,Winter,No Holiday,Yes,January,143
Morning,Winter,No Holiday,Yes,January,179
Morning,Winter,No Holiday,Yes,January,214
Morning,Winter,No Holiday,Yes,January,278
Afternoon,Winter,No Holiday,Yes,January,265
Afternoon,Winter,No Holiday,Yes,January,331
Afternoon,Winter,No Holiday,Yes,January,368
Afternoon,Winter,No Holiday,Yes,January,333
Afternoon,Winter,No Holiday,Yes,January,349
Afternoon,Winter,No Holiday,Yes,January,270
Night,Winter,No Holiday,Yes,January,246
Night,Winter,No Holiday,Yes,January,233
Night,Winter,No Holiday,Yes,January,236
Night,Winter,No Holiday,Yes,January,214
Night,Winter,No Holiday,Yes,January,149
Morning,Winter,No Holiday,Yes,January,149
Morning,Winter,No Holiday,Yes,January,109
Morning,Winter,No Holiday,Yes,January,77
Morning,Winter,No Holiday,Yes,January,53
Morning,Winter,No Holiday,Yes,January,46
Morning,Winter,No Holiday,Yes,January,67
Morning,Winter,No Holiday,Yes,January,159
Morning,Winter,No Holiday,Yes,January,374
Morning,Winter,No Holiday,Yes,January,701
Morning,Winter,No Holiday,Yes,January,387
Morning,Winter,No Holiday,Yes,January,253
Morning,Winter,No Holiday,Yes,January,278
Morning,Winter,No Holiday,Yes,January,356
Afternoon,Winter,No Holiday,Yes,January,303
Afternoon,Winter,No Holiday,Yes,January,349
Afternoon,Winter,No Holiday,Yes,January,318
Afternoon,Winter,No Holiday,Yes,January,353
Afternoon,Winter,No Holiday,Yes,January,385
Afternoon,Winter,No Holiday,Yes,January,316
Night,Winter,No Holiday,Yes,January,127
Night,Winter,No Holiday,Yes,January,144
Night,Winter,No Holiday,Yes,January,146
Night,Winter,No Holiday,Yes,January,149
Night,Winter,No Holiday,Yes,January,112
Morning,Winter,No Holiday,Yes,January,100
Morning,Winter,No Holiday,Yes,January,107
Morning,Winter,No Holiday,Yes,January,75
Morning,Winter,No Holiday,Yes,January,52
Morning,Winter,No Holiday,Yes,January,38
Morning,Winter,No Holiday,Yes,January,52
Morning,Winter,No Holiday,Yes,January,126
Morning,Winter,No Holiday,Yes,January,245
Morning,Winter,No Holiday,Yes,January,554
Morning,Winter,No Holiday,Yes,January,320
Morning,Winter,No Holiday,Yes,January,190
Morning,Winter,No Holiday,Yes,January,247
Morning,Winter,No Holiday,Yes,January,262
Afternoon,Winter,No Holiday,Yes,January,265
Afternoon,Winter,No Holiday,Yes,January,265
Afternoon,Winter,No Holiday,Yes,January,257
Afternoon,Winter,No Holiday,Yes,January,262
Afternoon,Winter,No Holiday,Yes,January,332
Afternoon,Winter,No Holiday,Yes,January,558
Night,Winter,No Holiday,Yes,January,364
Night,Winter,No Holiday,Yes,January,302
Night,Winter,No Holiday,Yes,January,281
Night,Winter,No Holiday,Yes,January,166
Night,Winter,No Holiday,Yes,January,80
Morning,Winter,No Holiday,Yes,January,61
Morning,Winter,No Holiday,Yes,January,78
Morning,Winter,No Holiday,Yes,January,63
Morning,Winter,No Holiday,Yes,January,40
Morning,Winter,No Holiday,Yes,January,31
Morning,Winter,No Holiday,Yes,January,39
Morning,Winter,No Holiday,Yes,January,84
Morning,Winter,No Holiday,Yes,January,158
Morning,Winter,No Holiday,Yes,January,387
Morning,Winter,No Holiday,Yes,January,225
Morning,Winter,No Holiday,Yes,January,150
Morning,Winter,No Holiday,Yes,January,168
Morning,Winter,No Holiday,Yes,January,217
Afternoon,Winter,No Holiday,Yes,January,207
Afternoon,Winter,No Holiday,Yes,January,177
Afternoon,Winter,No Holiday,Yes,January,193
Afternoon,Winter,No Holiday,Yes,January,196
Afternoon,Winter,No Holiday,Yes,January,266
Afternoon,Winter,No Holiday,Yes,January,437
Night,Winter,No Holiday,Yes,January,259
Night,Winter,No Holiday,Yes,January,207
Night,Winter,No Holiday,Yes,January,214
Night,Winter,No Holiday,Yes,January,165
Night,Winter,No Holiday,Yes,January,139
Morning,Winter,No Holiday,Yes,January,98
Morning,Winter,No Holiday,Yes,January,100
Morning,Winter,No Holiday,Yes,January,89
Morning,Winter,No Holiday,Yes,January,38
Morning,Winter,No Holiday,Yes,January,33
Morning,Winter,No Holiday,Yes,January,42
Morning,Winter,No Holiday,Yes,January,82
Morning,Winter,No Holiday,Yes,January,203
Morning,Winter,No Holiday,Yes,January,443
Morning,Winter,No Holiday,Yes,January,227
Morning,Winter,No Holiday,Yes,January,152
Morning,Winter,No Holiday,Yes,January,146
Morning,Winter,No Holiday,Yes,January,187
Afternoon,Winter,No Holiday,Yes,January,178
Afternoon,Winter,No Holiday,Yes,January,187
Afternoon,Winter,No Holiday,Yes,January,181
Afternoon,Winter,No Holiday,Yes,January,179
Afternoon,Winter,No Holiday,Yes,January,219
Afternoon,Winter,No Holiday,Yes,January,352
Night,Winter,No Holiday,Yes,January,251
Night,Winter,No Holiday,Yes,January,177
Night,Winter,No Holiday,Yes,January,162
Night,Winter,No Holiday,Yes,January,172
Night,Winter,No Holiday,Yes,January,119
Morning,Winter,No Holiday,Yes,January,105
Morning,Winter,No Holiday,Yes,January,99
Morning,Winter,No Holiday,Yes,January,83
Morning,Winter,No Holiday,Yes,January,42
Morning,Winter,No Holiday,Yes,January,30
Morning,Winter,No Holiday,Yes,January,35
Morning,Winter,No Holiday,Yes,January,92
Morning,Winter,No Holiday,Yes,January,189
Morning,Winter,No Holiday,Yes,January,419
Morning,Winter,No Holiday,Yes,January,196
Morning,Winter,No Holiday,Yes,January,119
Morning,Winter,No Holiday,Yes,January,140
Morning,Winter,No Holiday,Yes,January,178
Afternoon,Winter,No Holiday,Yes,January,177
Afternoon,Winter,No Holiday,Yes,January,173
Afternoon,Winter,No Holiday,Yes,January,177
Afternoon,Winter,No Holiday,Yes,January,196
Afternoon,Winter,No Holiday,Yes,January,259
Afternoon,Winter,No Holiday,Yes,January,405
Night,Winter,No Holiday,Yes,January,273
Night,Winter,No Holiday,Yes,January,210
Night,Winter,No Holiday,Yes,January,184
Night,Winter,No Holiday,Yes,January,186
Night,Winter,No Holiday,Yes,January,144
Morning,Winter,No Holiday,Yes,January,152
Morning,Winter,No Holiday,Yes,January,168
Morning,Winter,No Holiday,Yes,January,145
Morning,Winter,No Holiday,Yes,January,77
Morning,Winter,No Holiday,Yes,January,47
Morning,Winter,No Holiday,Yes,January,40
Morning,Winter,No Holiday,Yes,January,42
